word,prob,timepoint,k,sort
tension,0.004,29,4,298
reform,0.003,29,4,299
middle,0.005,30,4,300
axis,0.004,30,4,301
reinsurer,0.004,30,4,302
standpoint,0.003,30,4,303
tool,0.003,30,4,304
crop,0.003,30,4,305
ﬁre,0.003,30,4,306
panel,0.003,30,4,307
comp,0.002,30,4,308
unwriter,0.002,30,4,309
proposition,0.005,31,4,310
severity,0.005,31,4,311
momentum,0.004,31,4,312
priority,0.004,31,4,313
expertise,0.004,31,4,314
advice,0.004,31,4,315
robot,0.004,31,4,316
press,0.004,31,4,317
implication,0.004,31,4,318
ﬁre,0.004,31,4,319
cyber,0.007,32,4,320
diversiﬁcation,0.006,32,4,321
man,0.004,32,4,322
loan,0.004,32,4,323
impairment,0.004,32,4,324
constraint,0.004,32,4,325
comp,0.003,32,4,326
priority,0.003,32,4,327
disclosure,0.003,32,4,328
remittance,0.003,32,4,329
committee,0.026,33,4,330
meet,0.026,33,4,331
pie,0.026,33,4,332
office,0.026,33,4,333
staﬀ,0.026,33,4,334
picipation,0.026,33,4,335
suggestion,0.026,33,4,336
navigator,0.026,33,4,337
holdco,0.026,33,4,338
chairmanship,0.026,33,4,339
diﬃcult,0.009,34,4,340
bucket,0.007,34,4,341
headwind,0.007,34,4,342
pyramid,0.007,34,4,343
ship,0.007,34,4,344
meeting,0.005,34,4,345
consumer,0.005,34,4,346
consolidation,0.005,34,4,347
hurane,0.005,34,4,348
evolution,0.005,34,4,349
treaty,0.005,35,4,350
disaster,0.005,35,4,351
projection,0.004,35,4,352
stress,0.004,35,4,353
office,0.003,35,4,354
prut,0.003,35,4,355
game,0.003,35,4,356
peak,0.003,35,4,357
revision,0.003,35,4,358
franchise,0.003,35,4,359
pick,0.005,36,4,360
comp,0.004,36,4,361
payout,0.004,36,4,362
prut,0.004,36,4,363
pipe,0.004,36,4,364
stress,0.004,36,4,365
diﬃcult,0.004,36,4,366
proposition,0.004,36,4,367
regime,0.004,36,4,368
remark,0.004,36,4,369
timing,0.011,37,4,370
solidarity,0.011,37,4,371
comp,0.005,37,4,372
impairment,0.005,37,4,373
loan,0.005,37,4,374
hedge,0.005,37,4,375
surety,0.005,37,4,376
face,0.005,37,4,377
virus,0.005,37,4,378
valuation,0.005,37,4,379
care,0.008,38,4,380
reinsurer,0.008,38,4,381
test,0.008,38,4,382
geography,0.008,38,4,383
lack,0.008,38,4,384
lease,0.008,38,4,385
discount,0.004,38,4,386
momentum,0.004,38,4,387
strain,0.004,38,4,388
integration,0.004,38,4,389
material,0.005,39,4,390
crisis,0.004,39,4,391
ambition,0.004,39,4,392
prut,0.004,39,4,393
choice,0.004,39,4,394
message,0.004,39,4,395
headwind,0.004,39,4,396
corporate,0.004,39,4,397
loan,0.004,39,4,398
field,0.004,39,4,399
payout,0.013,40,4,400
test,0.013,40,4,401
prut,0.006,40,4,402
priority,0.006,40,4,403
flexibility,0.006,40,4,404
crisis,0.006,40,4,405
integration,0.006,40,4,406
franchise,0.006,40,4,407
travel,0.006,40,4,408
discount,0.006,40,4,409
audit,0.006,41,4,410
stream,0.005,41,4,411
bankruptcy,0.005,41,4,412
meeting,0.003,41,4,413
wave,0.003,41,4,414
meet,0.003,41,4,415
care,0.003,41,4,416
recovery,0.003,41,4,417
ﬂow,0.003,41,4,418
center,0.003,41,4,419
injury,0.026,42,4,420
vehicle,0.013,42,4,421
deployment,0.013,42,4,422
aspect,0.013,42,4,423
transition,0.013,42,4,424
possibility,0.013,42,4,425
franchise,0.013,42,4,426
cap,0.013,42,4,427
objective,0.013,42,4,428
diﬀerence,0.013,42,4,429
consolidation,0.014,43,4,430
beneﬁts,0.01,43,4,431
runoff,0.007,43,4,432
flood,0.007,43,4,433
provi,0.007,43,4,434
fraud,0.007,43,4,435
ingredient,0.007,43,4,436
support,0.007,43,4,437
feel,0.007,43,4,438
bounce,0.007,43,4,439
energy,0.011,0,5,0
meeting,0.011,0,5,1
network,0.011,0,5,2
study,0.011,0,5,3
proﬁtability,0.011,0,5,4
ﬁgure,0.008,0,5,5
banking,0.008,0,5,6
category,0.008,0,5,7
press,0.008,0,5,8
bonus,0.008,0,5,9
press,0.012,1,5,10
meeting,0.009,1,5,11
currency,0.006,1,5,12
employee,0.006,1,5,13
power,0.006,1,5,14
banking,0.006,1,5,15
candidate,0.006,1,5,16
arrangement,0.006,1,5,17
pml,0.006,1,5,18
eurm,0.006,1,5,19
energy,0.014,2,5,20
timing,0.014,2,5,21
consequence,0.009,2,5,22
consumer,0.009,2,5,23
regime,0.009,2,5,24
slippage,0.009,2,5,25
policyhol,0.005,2,5,26
comparison,0.005,2,5,27
integration,0.005,2,5,28
currency,0.005,2,5,29
ehquake,0.008,3,5,30
integration,0.008,3,5,31
venture,0.008,3,5,32
buffer,0.008,3,5,33
flexibility,0.008,3,5,34
currency,0.008,3,5,35
loan,0.008,3,5,36
reaction,0.008,3,5,37
supply,0.008,3,5,38
swap,0.008,3,5,39
banking,0.008,4,5,40
ﬁgure,0.008,4,5,41
discount,0.008,4,5,42
confice,0.008,4,5,43
regime,0.006,4,5,44
disclosure,0.006,4,5,45
recovery,0.006,4,5,46
member,0.006,4,5,47
subsidiary,0.006,4,5,48
middle,0.006,4,5,49
employer,0.009,5,5,50
railroad,0.007,5,5,51
float,0.007,5,5,52
bet,0.007,5,5,53
ehquake,0.004,5,5,54
pipe,0.004,5,5,55
jpyb,0.004,5,5,56
hold,0.004,5,5,57
history,0.004,5,5,58
revision,0.004,5,5,59
crop,0.012,6,5,60
mediation,0.008,6,5,61
link,0.008,6,5,62
rata,0.008,6,5,63
proﬁtability,0.008,6,5,64
evolution,0.008,6,5,65
saving,0.008,6,5,66
swap,0.008,6,5,67
acr,0.008,6,5,68
relative,0.008,6,5,69
vehicle,0.007,7,5,70
priority,0.007,7,5,71
press,0.007,7,5,72
bulk,0.007,7,5,73
yen,0.004,7,5,74
disaster,0.004,7,5,75
inflow,0.004,7,5,76
choice,0.004,7,5,77
automobile,0.004,7,5,78
outflow,0.004,7,5,79
projection,0.011,8,5,80
injury,0.006,8,5,81
behavior,0.006,8,5,82
tomorrow,0.006,8,5,83
internet,0.006,8,5,84
loan,0.004,8,5,85
comparison,0.004,8,5,86
currency,0.004,8,5,87
hedge,0.004,8,5,88
repurchase,0.004,8,5,89
quota,0.007,9,5,90
file,0.007,9,5,91
history,0.005,9,5,92
pipe,0.005,9,5,93
employee,0.005,9,5,94
oil,0.005,9,5,95
hedge,0.004,9,5,96
house,0.004,9,5,97
currency,0.004,9,5,98
arrangement,0.004,9,5,99
hedge,0.008,10,5,100
behavior,0.006,10,5,101
selection,0.006,10,5,102
supply,0.006,10,5,103
energy,0.004,10,5,104
attention,0.004,10,5,105
production,0.004,10,5,106
link,0.004,10,5,107
goal,0.004,10,5,108
curve,0.004,10,5,109
buffer,0.006,11,5,110
objective,0.006,11,5,111
discount,0.006,11,5,112
expansion,0.006,11,5,113
crisis,0.005,11,5,114
proposition,0.005,11,5,115
vehicle,0.005,11,5,116
code,0.005,11,5,117
summer,0.005,11,5,118
disclosure,0.005,11,5,119
expansion,0.006,12,5,120
payout,0.006,12,5,121
advice,0.004,12,5,122
buffer,0.004,12,5,123
t,0.004,12,5,124
employee,0.004,12,5,125
crop,0.004,12,5,126
perform,0.004,12,5,127
reinsurer,0.003,12,5,128
surplus,0.003,12,5,129
bulk,0.005,13,5,130
hurdle,0.005,13,5,131
consumer,0.005,13,5,132
choice,0.004,13,5,133
conversion,0.004,13,5,134
pipe,0.003,13,5,135
behavior,0.003,13,5,136
merger,0.003,13,5,137
unwriter,0.003,13,5,138
consiation,0.003,13,5,139
lp,0.006,14,5,140
colleague,0.006,14,5,141
consumer,0.004,14,5,142
objective,0.004,14,5,143
loan,0.004,14,5,144
employee,0.004,14,5,145
severity,0.004,14,5,146
euro,0.004,14,5,147
set,0.004,14,5,148
aviation,0.004,14,5,149
consumer,0.008,15,5,150
unwriter,0.006,15,5,151
proposition,0.005,15,5,152
insight,0.004,15,5,153
tool,0.004,15,5,154
analytic,0.004,15,5,155
advice,0.004,15,5,156
cap,0.004,15,5,157
integration,0.004,15,5,158
automobile,0.004,15,5,159
reinsurer,0.005,16,5,160
loan,0.005,16,5,161
hedge,0.004,16,5,162
exchange,0.004,16,5,163
currency,0.003,16,5,164
profile,0.003,16,5,165
diversification,0.003,16,5,166
bulk,0.003,16,5,167
payout,0.003,16,5,168
ﬂow,0.003,16,5,169
transition,0.006,17,5,170
chance,0.006,17,5,171
material,0.006,17,5,172
panel,0.004,17,5,173
transitional,0.004,17,5,174
euro,0.004,17,5,175
seasonality,0.004,17,5,176
picipation,0.004,17,5,177
season,0.004,17,5,178
skill,0.004,17,5,179
panel,0.006,18,5,180
discount,0.003,18,5,181
conversion,0.003,18,5,182
form,0.002,18,5,183
reinsurer,0.002,18,5,184
currency,0.002,18,5,185
attention,0.002,18,5,186
hedge,0.002,18,5,187
function,0.002,18,5,188
confice,0.002,18,5,189
payout,0.005,19,5,190
hurdle,0.004,19,5,191
reinsurer,0.003,19,5,192
unwriter,0.003,19,5,193
treaty,0.003,19,5,194
timing,0.003,19,5,195
care,0.003,19,5,196
consumption,0.003,19,5,197
branch,0.003,19,5,198
proﬁtability,0.002,19,5,199
reinsurer,0.006,20,5,200
integration,0.006,20,5,201
confice,0.006,20,5,202
legacy,0.006,20,5,203
mark,0.006,20,5,204
redundancy,0.006,20,5,205
pie,0.006,20,5,206
closing,0.006,20,5,207
wealth,0.006,20,5,208
payout,0.003,20,5,209
curve,0.005,21,5,210
orous,0.005,21,5,211
project,0.005,21,5,212
projection,0.004,21,5,213
analysis,0.004,21,5,214
ﬂexibility,0.004,21,5,215
lever,0.004,21,5,216
age,0.004,21,5,217
ﬂow,0.003,21,5,218
hold,0.003,21,5,219
legacy,0.005,22,5,220
proposition,0.004,22,5,221
consumer,0.004,22,5,222
hedge,0.004,22,5,223
currency,0.004,22,5,224
payout,0.004,22,5,225
reinsurer,0.003,22,5,226
curve,0.003,22,5,227
prut,0.003,22,5,228
diversification,0.002,22,5,229
reference,0.004,23,5,230
son,0.004,23,5,231
confice,0.004,23,5,232
reinsurer,0.003,23,5,233
swap,0.003,23,5,234
tool,0.003,23,5,235
portion,0.003,23,5,236
hold,0.003,23,5,237
comparison,0.003,23,5,238
advisor,0.003,23,5,239
project,0.004,24,5,240
reform,0.004,24,5,241
disclosure,0.004,24,5,242
acceleration,0.004,24,5,243
segmentation,0.004,24,5,244
reinsurer,0.003,24,5,245
innovation,0.003,24,5,246
success,0.003,24,5,247
sign,0.003,24,5,248
unwriter,0.003,24,5,249
bulk,0.022,25,5,250
incentive,0.022,25,5,251
set,0.022,25,5,252
concept,0.022,25,5,253
indicator,0.022,25,5,254
exercise,0.022,25,5,255
ﬂow,0.022,25,5,256
journey,0.022,25,5,257
evolution,0.022,25,5,258
conﬁt,0.022,25,5,259
subsidiary,0.008,26,5,260
porate,0.005,26,5,261
saving,0.005,26,5,262
proportion,0.005,26,5,263
timing,0.004,26,5,264
diversification,0.004,26,5,265
proﬁtability,0.004,26,5,266
innovation,0.004,26,5,267
transfer,0.004,26,5,268
merger,0.004,26,5,269
proposition,0.013,27,5,270
comparison,0.013,27,5,271
loan,0.013,27,5,272
buffer,0.013,27,5,273
effort,0.013,27,5,274
proﬁtability,0.013,27,5,275
behavior,0.013,27,5,276
profile,0.013,27,5,277
proportion,0.013,27,5,278
doubt,0.013,27,5,279
remittance,0.007,28,5,280
reform,0.004,28,5,281
office,0.004,28,5,282
vehicle,0.003,28,5,283
relet,0.003,28,5,284
payout,0.003,28,5,285
integration,0.003,28,5,286
project,0.003,28,5,287
loan,0.003,28,5,288
colleague,0.003,28,5,289
hedging,0.006,29,5,290
auditor,0.004,29,5,291
winter,0.003,29,5,292
ebit,0.003,29,5,293
energy,0.003,29,5,294
storm,0.003,29,5,295
discount,0.003,29,5,296
midterm,0.003,29,5,297
care,0.003,29,5,298
projection,0.003,29,5,299
unwriter,0.003,30,5,300
reinsurer,0.003,30,5,301
aviation,0.003,30,5,302
energy,0.003,30,5,303
prut,0.003,30,5,304
crop,0.003,30,5,305
axis,0.003,30,5,306
integration,0.002,30,5,307
pipe,0.002,30,5,308
trade,0.002,30,5,309
proposition,0.006,31,5,310
valuation,0.006,31,5,311
discount,0.005,31,5,312
payout,0.004,31,5,313
cap,0.004,31,5,314
curve,0.004,31,5,315
disability,0.003,31,5,316
proﬁtability,0.003,31,5,317
momentum,0.003,31,5,318
intermediary,0.003,31,5,319
ﬂow,0.006,32,5,320
comp,0.005,32,5,321
wildfire,0.005,32,5,322
message,0.004,32,5,323
payout,0.003,32,5,324
transformation,0.003,32,5,325
quota,0.003,32,5,326
reinsurer,0.003,32,5,327
network,0.003,32,5,328
center,0.003,32,5,329
severity,0.029,33,5,330
momentum,0.029,33,5,331
remark,0.029,33,5,332
priority,0.029,33,5,333
man,0.029,33,5,334
purpose,0.029,33,5,335
economic,0.029,33,5,336
pocket,0.029,33,5,337
theme,0.029,33,5,338
variety,0.029,33,5,339
remittance,0.003,34,5,340
diversification,0.002,34,5,341
loan,0.002,34,5,342
severity,0.002,34,5,343
bonus,0.002,34,5,344
momentum,0.002,34,5,345
bucket,0.002,34,5,346
hedge,0.002,34,5,347
diﬀerence,0.002,34,5,348
season,0.002,34,5,349
expertise,0.004,35,5,350
curve,0.004,35,5,351
tool,0.004,35,5,352
diversification,0.003,35,5,353
aspect,0.003,35,5,354
reinsurer,0.003,35,5,355
man,0.003,35,5,356
network,0.003,35,5,357
quota,0.003,35,5,358
office,0.003,35,5,359
comp,0.004,36,5,360
hedge,0.004,36,5,361
remittance,0.004,36,5,362
payout,0.004,36,5,363
buffer,0.004,36,5,364
proﬁtability,0.003,36,5,365
man,0.003,36,5,366
treaty,0.002,36,5,367
hedging,0.002,36,5,368
adviser,0.002,36,5,369
crisis,0.007,37,5,370
interruption,0.007,37,5,371
travel,0.006,37,5,372
lockdown,0.005,37,5,373
comp,0.003,37,5,374
impairment,0.003,37,5,375
compensation,0.003,37,5,376
exclusion,0.003,37,5,377
employee,0.003,37,5,378
pandemic,0.003,37,5,379
lockdown,0.005,38,5,380
pandemic,0.005,38,5,381
crisis,0.005,38,5,382
recovery,0.003,38,5,383
interruption,0.003,38,5,384
adviser,0.003,38,5,385
prut,0.003,38,5,386
travel,0.003,38,5,387
discount,0.002,38,5,388
migration,0.002,38,5,389
lockdown,0.006,39,5,390
priority,0.006,39,5,391
pandemic,0.005,39,5,392
remittance,0.005,39,5,393
set,0.005,39,5,394
framework,0.005,39,5,395
cancellation,0.005,39,5,396
default,0.005,39,5,397
infrastructure,0.005,39,5,398
field,0.005,39,5,399
ﬂow,0.008,40,5,400
prucy,0.008,40,5,401
member,0.008,40,5,402
comp,0.004,40,5,403
ambition,0.004,40,5,404
transformation,0.004,40,5,405
drag,0.004,40,5,406
tool,0.004,40,5,407
disclosure,0.004,40,5,408
commitment,0.004,40,5,409
momentum,0.006,41,5,410
employee,0.005,41,5,411
ambition,0.005,41,5,412
plenty,0.005,41,5,413
meeting,0.003,41,5,414
proposal,0.003,41,5,415
wave,0.003,41,5,416
retail,0.003,41,5,417
drop,0.003,41,5,418
compensation,0.003,41,5,419
comp,0.021,42,5,420
matter,0.021,42,5,421
face,0.021,42,5,422
stress,0.021,42,5,423
consolidation,0.021,42,5,424
moing,0.021,42,5,425
lever,0.021,42,5,426
maturity,0.021,42,5,427
negotiation,0.021,42,5,428
phone,0.021,42,5,429
hold,0.009,43,5,430
trade,0.009,43,5,431
origination,0.009,43,5,432
comp,0.004,43,5,433
employee,0.004,43,5,434
remittance,0.004,43,5,435
supply,0.004,43,5,436
aggregate,0.004,43,5,437
retro,0.004,43,5,438
analysis,0.004,43,5,439
leaship,0.012,0,6,0
energy,0.008,0,6,1
network,0.008,0,6,2
hedge,0.008,0,6,3
project,0.008,0,6,4
expansion,0.008,0,6,5
ﬁgure,0.004,0,6,6
count,0.004,0,6,7
momentum,0.004,0,6,8
season,0.004,0,6,9
winter,0.007,1,6,10
letter,0.007,1,6,11
matter,0.007,1,6,12
incentive,0.005,1,6,13
yen,0.005,1,6,14
cube,0.005,1,6,15
payout,0.005,1,6,16
version,0.005,1,6,17
history,0.005,1,6,18
proportion,0.005,1,6,19
energy,0.011,2,6,20
hedge,0.011,2,6,21
meltdown,0.011,2,6,22
policyhol,0.007,2,6,23
reform,0.007,2,6,24
test,0.007,2,6,25
impairment,0.007,2,6,26
mark,0.007,2,6,27
explanation,0.007,2,6,28
recognition,0.007,2,6,29
subsidiary,0.012,3,6,30
forecast,0.012,3,6,31
inflow,0.009,3,6,32
assessment,0.009,3,6,33
reinsurer,0.009,3,6,34
mediation,0.009,3,6,35
surplus,0.009,3,6,36
repurchase,0.009,3,6,37
analysis,0.006,3,6,38
deflation,0.006,3,6,39
regime,0.011,4,6,40
transfer,0.006,4,6,41
ppo,0.006,4,6,42
comparison,0.006,4,6,43
homeowner,0.006,4,6,44
policyhol,0.006,4,6,45
split,0.006,4,6,46
ply,0.006,4,6,47
field,0.006,4,6,48
benchmark,0.006,4,6,49
definition,0.008,5,6,50
bunch,0.008,5,6,51
impairment,0.006,5,6,52
coal,0.006,5,6,53
timing,0.006,5,6,54
unwriter,0.006,5,6,55
reversal,0.006,5,6,56
inflow,0.004,5,6,57
layer,0.004,5,6,58
evaluation,0.004,5,6,59
runoﬀ,0.018,6,6,60
proportion,0.013,6,6,61
objective,0.009,6,6,62
solicitation,0.009,6,6,63
assessment,0.009,6,6,64
transfer,0.009,6,6,65
consolidation,0.009,6,6,66
impairment,0.005,6,6,67
mediation,0.005,6,6,68
k,0.005,6,6,69
supply,0.01,7,6,70
yen,0.007,7,6,71
forecast,0.007,7,6,72
merger,0.007,7,6,73
taxi,0.007,7,6,74
tradeoff,0.007,7,6,75
injury,0.007,7,6,76
breakdown,0.007,7,6,77
compensation,0.007,7,6,78
phase,0.007,7,6,79
buffer,0.007,8,6,80
default,0.007,8,6,81
expansion,0.004,8,6,82
projection,0.004,8,6,83
currency,0.004,8,6,84
infrastructure,0.004,8,6,85
comparison,0.004,8,6,86
proposition,0.004,8,6,87
deﬁnition,0.004,8,6,88
shock,0.004,8,6,89
medium,0.007,9,6,90
aspect,0.005,9,6,91
panel,0.005,9,6,92
male,0.005,9,6,93
speaker,0.005,9,6,94
movie,0.005,9,6,95
building,0.004,9,6,96
currency,0.004,9,6,97
reform,0.004,9,6,98
concept,0.004,9,6,99
momentum,0.006,10,6,100
season,0.006,10,6,101
portion,0.006,10,6,102
energy,0.006,10,6,103
currency,0.004,10,6,104
production,0.004,10,6,105
transfer,0.004,10,6,106
objective,0.004,10,6,107
litigation,0.004,10,6,108
formula,0.004,10,6,109
severity,0.005,11,6,110
vehicle,0.005,11,6,111
discip,0.005,11,6,112
proﬁtability,0.005,11,6,113
strain,0.005,11,6,114
analysis,0.005,11,6,115
principle,0.005,11,6,116
alternative,0.005,11,6,117
total,0.005,11,6,118
hol,0.005,11,6,119
reinsurer,0.008,12,6,120
communication,0.007,12,6,121
consumer,0.005,12,6,122
currency,0.005,12,6,123
strain,0.005,12,6,124
advisor,0.005,12,6,125
proposition,0.005,12,6,126
magnitude,0.005,12,6,127
reph,0.005,12,6,128
discip,0.003,12,6,129
bulk,0.007,13,6,130
methodology,0.006,13,6,131
consumer,0.004,13,6,132
unwriter,0.004,13,6,133
vehicle,0.004,13,6,134
advice,0.004,13,6,135
quote,0.004,13,6,136
test,0.004,13,6,137
pattern,0.004,13,6,138
oil,0.004,13,6,139
compensation,0.009,14,6,140
goal,0.006,14,6,141
law,0.006,14,6,142
diversification,0.004,14,6,143
tool,0.004,14,6,144
priority,0.004,14,6,145
cap,0.004,14,6,146
analysis,0.004,14,6,147
role,0.004,14,6,148
meeting,0.004,14,6,149
tool,0.004,15,6,150
surplus,0.004,15,6,151
goal,0.004,15,6,152
priority,0.004,15,6,153
midterm,0.004,15,6,154
discount,0.004,15,6,155
mos,0.004,15,6,156
unwriter,0.003,15,6,157
forecast,0.003,15,6,158
bulk,0.003,15,6,159
currency,0.006,16,6,160
reinsurer,0.004,16,6,161
unwriter,0.003,16,6,162
profile,0.003,16,6,163
consolidation,0.003,16,6,164
practice,0.003,16,6,165
stress,0.003,16,6,166
equivalence,0.003,16,6,167
oil,0.002,16,6,168
expertise,0.002,16,6,169
subsidiary,0.005,17,6,170
enrolment,0.005,17,6,171
lever,0.004,17,6,172
transitional,0.004,17,6,173
ﬁgure,0.004,17,6,174
principle,0.004,17,6,175
exchange,0.004,17,6,176
prut,0.004,17,6,177
strategy,0.004,17,6,178
conversion,0.004,17,6,179
form,0.005,18,6,180
panel,0.004,18,6,181
hedge,0.004,18,6,182
proposition,0.004,18,6,183
franchise,0.004,18,6,184
conversion,0.004,18,6,185
bolt,0.004,18,6,186
treaty,0.004,18,6,187
advice,0.004,18,6,188
copyright,0.004,18,6,189
unwriter,0.007,19,6,190
payout,0.006,19,6,191
consumer,0.003,19,6,192
man,0.003,19,6,193
treaty,0.003,19,6,194
proportion,0.003,19,6,195
integration,0.003,19,6,196
office,0.003,19,6,197
flexibility,0.003,19,6,198
projection,0.003,19,6,199
diversification,0.006,20,6,200
unwriter,0.006,20,6,201
portion,0.006,20,6,202
evolution,0.006,20,6,203
loan,0.006,20,6,204
authority,0.006,20,6,205
middle,0.006,20,6,206
assessment,0.006,20,6,207
moing,0.006,20,6,208
actuary,0.006,20,6,209
treaty,0.004,21,6,210
curve,0.004,21,6,211
saving,0.004,21,6,212
proﬁtability,0.004,21,6,213
surplus,0.004,21,6,214
regime,0.004,21,6,215
success,0.004,21,6,216
goal,0.004,21,6,217
analysis,0.004,21,6,218
depreciation,0.004,21,6,219
material,0.005,22,6,220
runoff,0.005,22,6,221
legacy,0.004,22,6,222
currency,0.004,22,6,223
curve,0.004,22,6,224
block,0.004,22,6,225
advice,0.004,22,6,226
flexibility,0.004,22,6,227
remittance,0.004,22,6,228
unstande,0.004,22,6,229
severity,0.008,23,6,230
advice,0.008,23,6,231
legacy,0.005,23,6,232
diversification,0.005,23,6,233
reference,0.005,23,6,234
drag,0.005,23,6,235
retrocession,0.005,23,6,236
publication,0.005,23,6,237
module,0.005,23,6,238
comparison,0.003,23,6,239
projection,0.005,24,6,240
integration,0.004,24,6,241
ﬁgure,0.004,24,6,242
cyber,0.004,24,6,243
colleague,0.004,24,6,244
mos,0.004,24,6,245
retransmission,0.004,24,6,246
loan,0.003,24,6,247
discount,0.003,24,6,248
approval,0.003,24,6,249
subsidiary,0.019,25,6,250
care,0.019,25,6,251
note,0.019,25,6,252
unwriter,0.019,25,6,253
automobile,0.019,25,6,254
restructure,0.019,25,6,255
screen,0.019,25,6,256
exchange,0.019,25,6,257
theme,0.019,25,6,258
definition,0.019,25,6,259
commitment,0.007,26,6,260
treaty,0.005,26,6,261
comparison,0.005,26,6,262
framework,0.005,26,6,263
negotiation,0.005,26,6,264
phase,0.005,26,6,265
worth,0.005,26,6,266
d,0.005,26,6,267
subsidiary,0.004,26,6,268
disclosure,0.004,26,6,269
wildfire,0.016,27,6,270
promise,0.016,27,6,271
consumer,0.008,27,6,272
carrier,0.008,27,6,273
production,0.008,27,6,274
buffer,0.008,27,6,275
colleague,0.008,27,6,276
employee,0.008,27,6,277
behavior,0.008,27,6,278
recovery,0.008,27,6,279
reform,0.005,28,6,280
t,0.004,28,6,281
vehicle,0.004,28,6,282
framework,0.004,28,6,283
ambition,0.004,28,6,284
remittance,0.003,28,6,285
hurane,0.003,28,6,286
possibility,0.003,28,6,287
profile,0.003,28,6,288
history,0.003,28,6,289
hedging,0.007,29,6,290
picipation,0.005,29,6,291
aspect,0.004,29,6,292
priority,0.004,29,6,293
expansion,0.004,29,6,294
press,0.004,29,6,295
strain,0.004,29,6,296
math,0.004,29,6,297
total,0.004,29,6,298
crisis,0.004,29,6,299
loan,0.006,30,6,300
proﬁtability,0.005,30,6,301
remittance,0.005,30,6,302
reinsurer,0.004,30,6,303
unwriter,0.004,30,6,304
aspect,0.004,30,6,305
aviation,0.004,30,6,306
consumer,0.004,30,6,307
reproduction,0.004,30,6,308
expansion,0.004,30,6,309
proposition,0.005,31,6,310
wheel,0.005,31,6,311
diﬃcult,0.005,31,6,312
consequence,0.005,31,6,313
integration,0.004,31,6,314
graph,0.004,31,6,315
policyhol,0.004,31,6,316
function,0.004,31,6,317
energy,0.004,31,6,318
criterion,0.004,31,6,319
proﬁtability,0.006,32,6,320
energy,0.006,32,6,321
priority,0.006,32,6,322
resse,0.006,32,6,323
payout,0.004,32,6,324
success,0.004,32,6,325
buffer,0.004,32,6,326
comp,0.003,32,6,327
innovation,0.003,32,6,328
function,0.003,32,6,329
proﬁtability,0.039,33,6,330
employee,0.039,33,6,331
reform,0.039,33,6,332
choice,0.039,33,6,333
footprint,0.039,33,6,334
access,0.039,33,6,335
definition,0.039,33,6,336
quote,0.039,33,6,337
parcel,0.039,33,6,338
device,0.039,33,6,339
access,0.006,34,6,340
surplus,0.006,34,6,341
press,0.006,34,6,342
remittance,0.004,34,6,343
loan,0.004,34,6,344
policyhol,0.004,34,6,345
momentum,0.004,34,6,346
season,0.004,34,6,347
expertise,0.004,34,6,348
currency,0.004,34,6,349
office,0.005,35,6,350
diversification,0.004,35,6,351
priority,0.004,35,6,352
access,0.003,35,6,353
effort,0.003,35,6,354
consiation,0.003,35,6,355
severity,0.003,35,6,356
disaster,0.003,35,6,357
man,0.003,35,6,358
tool,0.003,35,6,359
adviser,0.004,36,6,360
payout,0.004,36,6,361
meet,0.004,36,6,362
remittance,0.003,36,6,363
storm,0.003,36,6,364
comp,0.003,36,6,365
project,0.003,36,6,366
coronavirus,0.002,36,6,367
drag,0.002,36,6,368
office,0.002,36,6,369
meeting,0.012,37,6,370
test,0.012,37,6,371
knowledge,0.012,37,6,372
ﬁve,0.012,37,6,373
economic,0.012,37,6,374
isking,0.012,37,6,375
travel,0.006,37,6,376
pandemic,0.006,37,6,377
prut,0.006,37,6,378
house,0.006,37,6,379
interruption,0.01,38,6,380
remittance,0.01,38,6,381
framework,0.01,38,6,382
language,0.01,38,6,383
leaship,0.01,38,6,384
lockdown,0.005,38,6,385
priority,0.005,38,6,386
migration,0.005,38,6,387
set,0.005,38,6,388
tool,0.005,38,6,389
wave,0.009,39,6,390
proposition,0.005,39,6,391
diversification,0.005,39,6,392
surety,0.005,39,6,393
owner,0.005,39,6,394
clarity,0.005,39,6,395
discip,0.005,39,6,396
deployment,0.005,39,6,397
workplace,0.005,39,6,398
headwind,0.005,39,6,399
covid,0.026,40,6,400
remark,0.013,40,6,401
pattern,0.013,40,6,402
transformation,0.013,40,6,403
role,0.013,40,6,404
circumstance,0.013,40,6,405
form,0.013,40,6,406
unstanding,0.013,40,6,407
play,0.013,40,6,408
maturity,0.013,40,6,409
meeting,0.005,41,6,410
remuneration,0.005,41,6,411
agenda,0.005,41,6,412
goal,0.005,41,6,413
practice,0.005,41,6,414
prospect,0.005,41,6,415
pandemic,0.004,41,6,416
proposal,0.004,41,6,417
lockdown,0.004,41,6,418
remittance,0.004,41,6,419
recovery,0.014,42,6,420
drop,0.014,42,6,421
discip,0.014,42,6,422
flexibility,0.014,42,6,423
judgment,0.014,42,6,424
society,0.014,42,6,425
evice,0.014,42,6,426
shock,0.014,42,6,427
attachment,0.014,42,6,428
expert,0.014,42,6,429
ambition,0.01,43,6,430
journey,0.01,43,6,431
weight,0.01,43,6,432
deployment,0.01,43,6,433
sell,0.01,43,6,434
pandemic,0.005,43,6,435
network,0.005,43,6,436
employee,0.005,43,6,437
momentum,0.005,43,6,438
chain,0.005,43,6,439
ﬁgure,0.012,0,7,0
energy,0.007,0,7,1
pml,0.007,0,7,2
picipation,0.007,0,7,3
